date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:35	84520/84520	---M-Z	200	added ('OK')	text/html	etag:%2214a28-62b463c7-c54c798e7258f0fd;gz%22	https://andit.co/projects/html/and-tour/top-destinations-details.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/top-destinations-details.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:36	205573/205573	---M-Z	200	added ('OK')	text/html	etag:%2232305-62b463ac-d3f12ae44dd2d8d;gz%22	https://andit.co/projects/html/and-tour/flight-search-result.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/flight-search-result.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:36	49769/49769	---M-Z	200	added ('OK')	text/html	etag:%22c269-62b463da-11657543c0c77a4a;gz%22	https://andit.co/projects/html/and-tour/flight-booking-submission.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/flight-booking-submission.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:36	69619/69619	---M-Z	200	added ('OK')	text/html	etag:%2210ff3-62b463b4-d2c3029103e21e9d;gz%22	https://andit.co/projects/html/and-tour/hotel-search.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/hotel-search.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:37	82682/82682	---M-Z	200	added ('OK')	text/html	etag:%22142fa-62b463b1-6a11f5225a42cf28;gz%22	https://andit.co/projects/html/and-tour/hotel-details.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/hotel-details.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:37	44848/44848	---M-Z	200	added ('OK')	text/html	etag:%22af30-62b463c3-124be814961086ac;gz%22	https://andit.co/projects/html/and-tour/room-details.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/room-details.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:37	48459/48459	---M-Z	200	added ('OK')	text/html	etag:%22bd4b-62b463c3-e00f66ddb9e26dc9;gz%22	https://andit.co/projects/html/and-tour/room-booking.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/room-booking.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:38	39634/39634	---M-Z	200	added ('OK')	text/html	etag:%229ad2-62b463bc-bbd242d9c4ad1fac;gz%22	https://andit.co/projects/html/and-tour/news.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/news.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:38	39668/39668	---M-Z	200	added ('OK')	text/html	etag:%229af4-62b463be-c76f5db7c34a5448;gz%22	https://andit.co/projects/html/and-tour/news-details.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/news-details.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:38	39941/39941	---M-Z	200	added ('OK')	text/html	etag:%229c05-62b463d0-8d545fa6fc56a108;gz%22	https://andit.co/projects/html/and-tour/about.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/about.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:38	38628/38628	---M-Z	200	added ('OK')	text/html	etag:%2296e4-62b463cb-fa39fe142edf4635;gz%22	https://andit.co/projects/html/and-tour/tour-guides.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/tour-guides.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:39	44130/44130	---M-Z	200	added ('OK')	text/html	etag:%22ac62-62b463c5-2716204489f15791;gz%22	https://andit.co/projects/html/and-tour/testimonials.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/testimonials.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:39	51029/51029	---M-Z	200	added ('OK')	text/html	etag:%22c755-62b463d8-217a25c18625eb16;gz%22	https://andit.co/projects/html/and-tour/faqs.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/faqs.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:39	32378/32378	---M-Z	200	added ('OK')	text/html	etag:%227e7a-62b463d4-308853d09b9beb57;gz%22	https://andit.co/projects/html/and-tour/booking-confirmation.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/booking-confirmation.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:40	28640/28640	---M-Z	200	added ('OK')	text/html	etag:%226fe0-62b463ac-5a4a6ceb87a4d2c3;gz%22	https://andit.co/projects/html/and-tour/forgot-password.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/forgot-password.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:40	28884/28884	---M-Z	200	added ('OK')	text/html	etag:%2270d4-62b463cd-aebfd3848801f712;gz%22	https://andit.co/projects/html/and-tour/verify-otp.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/verify-otp.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:41	28868/28868	---M-Z	200	added ('OK')	text/html	etag:%2270c4-62b463c1-cdcbf032a414542c;gz%22	https://andit.co/projects/html/and-tour/reset-password.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/reset-password.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:41	37683/37683	---M-Z	200	added ('OK')	text/html	etag:%229333-62b463d6-15fb3341f65ea88f;gz%22	https://andit.co/projects/html/and-tour/dashboard.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/dashboard.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:42	36533/36533	---M-Z	200	added ('OK')	text/html	etag:%228eb5-62b463b1-595cad0d70dfb4f2;gz%22	https://andit.co/projects/html/and-tour/hotel-booking.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/hotel-booking.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:45	36506/36506	---M-Z	200	added ('OK')	text/html	etag:%228e9a-62b463d9-90d061d55f1551ed;gz%22	https://andit.co/projects/html/and-tour/flight-booking.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/flight-booking.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:46	36356/36356	---M-Z	200	added ('OK')	text/html	etag:%228e04-62b463c9-6de2243c72eee423;gz%22	https://andit.co/projects/html/and-tour/tour-booking.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/tour-booking.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:46	36511/36511	---M-Z	200	added ('OK')	text/html	etag:%228e9f-62b463d4-784c3691a23dade1;gz%22	https://andit.co/projects/html/and-tour/booking-history.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/booking-history.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:47	35875/35875	---M-Z	200	added ('OK')	text/html	etag:%228c23-62b463ba-69cb8a0f79de75e8;gz%22	https://andit.co/projects/html/and-tour/my-profile.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/my-profile.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:47	39103/39103	---M-Z	200	added ('OK')	text/html	etag:%2298bf-62b463d0-adb88525822d8698;gz%22	https://andit.co/projects/html/and-tour/wallet.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/wallet.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:47	42977/42977	---M-Z	200	added ('OK')	text/html	etag:%22a7e1-62b463bf-ddd3a2d8686e2306;gz%22	https://andit.co/projects/html/and-tour/notification.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/notification.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:48	34917/34917	---M-Z	200	added ('OK')	text/html	etag:%228865-62b463bf-a5b1b7972618efb1;gz%22	https://andit.co/projects/html/and-tour/privacy-policy.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/privacy-policy.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:48	27991/27991	---M-Z	200	added ('OK')	text/html	etag:%226d57-62b463d7-4ae9eca700a6e2ac;gz%22	https://andit.co/projects/html/and-tour/error.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/error.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:48	33471/33471	---M-Z	200	added ('OK')	text/html	etag:%2282bf-62b463d6-e8b66e8d5a4a5f30;gz%22	https://andit.co/projects/html/and-tour/contact.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/contact.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:49	39196/39196	---M-Z	200	added ('OK')	text/html	etag:%22991c-62b463d1-781f050f30c1ab07;gz%22	https://andit.co/projects/html/and-tour/become-vendor.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/become-vendor.html	(from https://andit.co/projects/html/and-tour/index.html)
11:50:51	82319/82319	---M--	200	added ('OK')	image/png	etag:%221418f-62b46476-ce06c7be5d7075a6;;;%22	https://andit.co/projects/html/and-tour/assets/img/imagination/imagination1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/imagination/imagination1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:52	80824/80824	---M--	200	added ('OK')	image/png	etag:%2213bb8-62b46476-7586c9169872cdcb;;;%22	https://andit.co/projects/html/and-tour/assets/img/imagination/imagination2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/imagination/imagination2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:52	76260/76260	---M--	200	added ('OK')	image/png	etag:%22129e4-62b46478-289aaa2fc0f4d6d2;;;%22	https://andit.co/projects/html/and-tour/assets/img/imagination/imagination3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/imagination/imagination3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:53	29830/29830	---M--	200	added ('OK')	image/png	etag:%227486-62b46442-b03626faef315440;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:54	28383/28383	---M--	200	added ('OK')	image/png	etag:%226edf-62b46443-f7a51f1f6af4587b;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:54	29050/29050	---M--	200	added ('OK')	image/png	etag:%22717a-62b46443-7083c9f018244ef9;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:54	30646/30646	---M--	200	added ('OK')	image/png	etag:%2277b6-62b46446-82ff4e48befcdb11;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination4.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:54	274167/274167	---M--	200	added ('OK')	image/png	etag:%2242ef7-62b4643b-be4e25593857967;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/big-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/big-img.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:55	27150/27150	---M--	200	added ('OK')	image/png	etag:%226a0e-62b46446-c9c9baa6839445fc;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination5.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:55	21390/21390	---M--	200	added ('OK')	image/png	etag:%22538e-62b46448-874ff318e0ffccf1;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination6.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination6.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:55	42640/42640	---M--	200	added ('OK')	image/png	etag:%22a690-62b46448-f2672cb68789efa9;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination7.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination7.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:56	36391/36391	---M--	200	added ('OK')	image/png	etag:%228e27-62b4644d-7a29744c3dd89616;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination8.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination8.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:58	39823/39823	---M--	200	added ('OK')	image/png	etag:%229b8f-62b464b3-a0e915cf250ae232;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:58	43072/43072	---M--	200	added ('OK')	image/png	etag:%22a840-62b464b4-63f8cddd9fb2221a;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:59	38596/38596	---M--	200	added ('OK')	image/png	etag:%2296c4-62b464b5-82d3c461647360bf;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:59	40049/40049	---M--	200	added ('OK')	image/png	etag:%229c71-62b464b6-81c2217c883eacc1;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel4.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:59	39098/39098	---M--	200	added ('OK')	image/png	etag:%2298ba-62b464b7-2b52d08139ff930;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel5.png	(from https://andit.co/projects/html/and-tour/index.html)
11:50:59	37548/37548	---M--	200	added ('OK')	image/png	etag:%2292ac-62b464b8-31d72ab6cda80b83;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel6.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel6.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:01	38548/38548	---M--	200	added ('OK')	image/png	etag:%229694-62b464ba-f5c17d49d1a95d23;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel8.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel8.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:01	189526/189526	---M--	200	added ('OK')	image/png	etag:%222e456-62b464b9-5a1b9a50677ba700;;;%22	https://andit.co/projects/html/and-tour/assets/img/tab-img/hotel7.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tab-img/hotel7.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:05	155128/155128	---M--	200	added ('OK')	image/png	etag:%2225df8-62b46494-f7c1bdcce23166bb;;;%22	https://andit.co/projects/html/and-tour/assets/img/offer/offer1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/offer/offer1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:05	123554/123554	---M--	200	added ('OK')	image/png	etag:%221e2a2-62b46494-a418120af3d6bcd0;;;%22	https://andit.co/projects/html/and-tour/assets/img/offer/offer2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/offer/offer2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:05	76065/76065	---M--	200	added ('OK')	image/png	etag:%2212921-62b46496-3ce73fc9315ab020;;;%22	https://andit.co/projects/html/and-tour/assets/img/offer/offer3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/offer/offer3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:06	7866/7866	---M--	200	added ('OK')	image/png	etag:%221eba-62b4643c-7516b185875f7ada;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:07	9222/9222	---M--	200	added ('OK')	image/png	etag:%222406-62b4643d-5975cd1fb9081735;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:07	8310/8310	---M--	200	added ('OK')	image/png	etag:%222076-62b4643e-32241bedaedf91c;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:07	9104/9104	---M--	200	added ('OK')	image/png	etag:%222390-62b4643e-62f983415d29f408;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small4.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:08	9157/9157	---M--	200	added ('OK')	image/png	etag:%2223c5-62b46440-5562d063944e8b94;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small5.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:11	9217/9217	---M--	200	added ('OK')	image/png	etag:%222401-62b46441-7cef48525aec92d1;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/destination-small6.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/destination-small6.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:13	8253/8253	---M--	200	added ('OK')	image/png	etag:%22203d-62b4648e-233483a3a2bed67b;;;%22	https://andit.co/projects/html/and-tour/assets/img/news/small1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/news/small1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:14	8587/8587	---M--	200	added ('OK')	image/png	etag:%22218b-62b4648f-62c9f885b2d6d0a6;;;%22	https://andit.co/projects/html/and-tour/assets/img/news/small2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/news/small2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:14	5966/5966	---M--	200	added ('OK')	image/png	etag:%22174e-62b4648f-1ee0d8aebf1a8a26;;;%22	https://andit.co/projects/html/and-tour/assets/img/news/small3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/news/small3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:15	8627/8627	---M--	200	added ('OK')	image/png	etag:%2221b3-62b46490-21b92cc007f23218;;;%22	https://andit.co/projects/html/and-tour/assets/img/news/small4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/news/small4.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:15	10688/10688	---M--	200	added ('OK')	image/png	etag:%2229c0-62b46498-e76c862f4e6af4b1;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/1.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:16	173388/173388	---M--	200	added ('OK')	image/png	etag:%222a54c-62b4647f-f1aba12ffe95579d;;;%22	https://andit.co/projects/html/and-tour/assets/img/news/new-big.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/news/new-big.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:17	10664/10664	---M--	200	added ('OK')	image/png	etag:%2229a8-62b46498-1ecbd382d865a8da;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/2.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:17	10106/10106	---M--	200	added ('OK')	image/png	etag:%22277a-62b46499-2fdca68901599558;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/3.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:17	8990/8990	---M--	200	added ('OK')	image/png	etag:%22231e-62b4649a-66b4bbe273f6de75;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/4.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:18	8317/8317	---M--	200	added ('OK')	image/png	etag:%22207d-62b4649c-16d81ec7371a2a9;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/5.png	(from https://andit.co/projects/html/and-tour/index.html)
